Days to Ship,Sales Forecast,Ship Status,Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Mode,State,Sub-Category
1,6,Shipped On Time,Office Supplies,San Francisco,United States,Fred Chung,3/15/16,CA-2016-138968,Avery Round Ring Poly Binders,1.6472,2,West,4.544,Corporate,First Class,California,Binders
1,1895,Shipped On Time,Furniture,San Francisco,United States,Fred Chung,3/15/16,CA-2016-138968,Global Comet Stacking Arm Chair,84.502,4,West,1352.032,Corporate,First Class,California,Chairs
4,741,Shipped Early,Furniture,Bryan,United States,Muhammed Yedwab,3/15/16,CA-2016-149272,Novimex Swivel Fabric Task Chair,-143.431,5,Central,528.43,Corporate,Standard Class,Texas,Chairs
4,31,Shipped Early,Office Supplies,Bryan,United States,Muhammed Yedwab,3/15/16,CA-2016-149272,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",-35.8176,7,Central,22.386,Corporate,Standard Class,Texas,Binders
5,23,Shipped Early,Furniture,Green Bay,United States,Sibella Parks,3/14/16,CA-2016-102134,Westinghouse Clip-On Gooseneck Lamps,4.3524,2,Central,16.74,Corporate,Standard Class,Wisconsin,Furnishings
5,31,Shipped Early,Furniture,Columbus,United States,Henia Zydlo,3/14/16,US-2016-154361,Advantus Panel Wall Acrylic Frame,6.2905,5,East,21.88,Consumer,Standard Class,Ohio,Furnishings
3,7,Shipped Late,Office Supplies,Harlingen,United States,John Stevenson,3/14/16,CA-2016-162082,Xerox 1993,1.8792,1,Central,5.184,Consumer,First Class,Texas,Paper
3,204,Shipped Late,Office Supplies,Harlingen,United States,John Stevenson,3/14/16,CA-2016-162082,"BOSTON Ranger #55 Pencil Sharpener, Black",16.3737,7,Central,145.544,Consumer,First Class,Texas,Art
2,276,Shipped Late,Furniture,Seattle,United States,Muhammed MacIntyre,3/14/16,CA-2016-124793,"Global High-Back Leather Tilter, Burgundy",-22.1382,2,West,196.784,Corporate,First Class,Washington,Chairs
6,59,Shipped On Time,Office Supplies,Redwood City,United States,Stephanie Phelps,3/14/16,CA-2016-133802,Wilson Jones Leather-Like Binders with DublLock Round Rings,14.1426,6,West,41.904,Corporate,Standard Class,California,Binders
3,338,Shipped Late,Furniture,Harlingen,United States,John Stevenson,3/14/16,CA-2016-162082,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-14.196,5,Central,241.332,Consumer,First Class,Texas,Bookcases
5,179,Shipped Early,Furniture,Waynesboro,United States,Adam Bellavance,3/13/16,US-2016-108637,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",40.9216,2,South,127.88,Home Office,Standard Class,Virginia,Furnishings
5,225,Shipped Early,Office Supplies,Waynesboro,United States,Adam Bellavance,3/13/16,US-2016-108637,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",44.8896,2,South,160.32,Home Office,Standard Class,Virginia,Appliances
5,64,Shipped Early,Office Supplies,Waynesboro,United States,Adam Bellavance,3/13/16,US-2016-108637,Ibico Covers for Plastic or Wire Binding Elements,20.7,4,South,46,Home Office,Standard Class,Virginia,Binders
2,40,Shipped Early,Furniture,San Francisco,United States,Edward Hooks,3/13/16,CA-2016-136301,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",7.3528,2,West,28.28,Corporate,Second Class,California,Furnishings
2,6885,Shipped Early,Office Supplies,San Francisco,United States,Edward Hooks,3/13/16,CA-2016-136301,High Speed Automatic Electric Letter Opener,196.5036,3,West,4912.59,Corporate,Second Class,California,Supplies
3,221,Shipped Late,Office Supplies,Scottsdale,United States,Tamara Willingham,3/13/16,CA-2016-158834,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,17.766,5,West,157.92,Home Office,First Class,Arizona,Appliances
3,285,Shipped Late,Technology,Scottsdale,United States,Tamara Willingham,3/13/16,CA-2016-158834,Jabra BIZ 2300 Duo QD Duo CordedæHeadset,15.2388,2,West,203.184,Home Office,First Class,Arizona,Phones
5,98,Shipped Early,Office Supplies,San Antonio,United States,Liz Thompson,3/13/16,CA-2016-159373,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",24.528,5,Central,70.08,Consumer,Standard Class,Texas,Paper
2,533,Shipped Early,Technology,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,Kensington Expert Mouse Optical USB Trackball for PC or Mac,47.495,5,East,379.96,Corporate,Second Class,Pennsylvania,Accessories
2,58,Shipped Early,Office Supplies,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",13.9185,5,East,41.24,Corporate,Second Class,Pennsylvania,Paper
2,774,Shipped Early,Office Supplies,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,"SAFCO Commercial Wire Shelving, Black",-138.14,5,East,552.56,Corporate,Second Class,Pennsylvania,Storage
2,177,Shipped Early,Office Supplies,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,Space Solutions Industrial Galvanized Steel Shelving.,-28.368,2,East,126.08,Corporate,Second Class,Pennsylvania,Storage
5,72,Shipped Early,Office Supplies,Riverside,United States,Dennis Bolton,3/13/16,CA-2016-119123,Cardinal EasyOpen D-Ring Binders,19.194,7,West,51.184,Home Office,Standard Class,California,Binders
5,782,Shipped Early,Furniture,San Antonio,United States,Liz Thompson,3/13/16,CA-2016-159373,Hon Non-Folding Utility Tables,0,5,Central,557.585,Consumer,Standard Class,Texas,Tables
2,542,Shipped Early,Furniture,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,SAFCO Arco Folding Chair,-5.524,2,East,386.68,Corporate,Second Class,Pennsylvania,Chairs
2,757,Shipped Early,Technology,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,Polycom CX600 IP Phone VoIP phone,-116.9805,3,East,539.91,Corporate,Second Class,Pennsylvania,Phones
2,73,Shipped Early,Office Supplies,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,Ibico EB-19 Dual Function Manual Binding System,-41.5176,1,East,51.897,Corporate,Second Class,Pennsylvania,Binders
2,32,Shipped Early,Office Supplies,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,GBC VeloBind Cover Sets,-15.44,5,East,23.16,Corporate,Second Class,Pennsylvania,Binders
2,629,Shipped Early,Technology,Philadelphia,United States,Stewart Carmichael,3/13/16,US-2016-114013,Okidata MB491 Multifunction Printer,-643.71,3,East,449.1,Corporate,Second Class,Pennsylvania,Machines
5,2,Shipped Early,Office Supplies,San Antonio,United States,Liz Thompson,3/13/16,CA-2016-159373,Insertable Tab Indexes For Data Binders,-2.1624,2,Central,1.272,Consumer,Standard Class,Texas,Binders
5,18,Shipped Early,Office Supplies,Monroe,United States,Mike Caudle,3/12/16,CA-2016-115504,Xerox 218,6.2208,2,South,12.96,Corporate,Standard Class,Louisiana,Paper
4,41,Shipped Late,Office Supplies,New York City,United States,Clytie Kelty,3/12/16,CA-2016-119683,Staple envelope,13.4964,3,East,29.34,Consumer,Second Class,New York,Envelopes
3,948,Shipped On Time,Office Supplies,San Francisco,United States,Dean Katz,3/12/16,CA-2016-127138,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",6.7655,5,West,676.55,Corporate,Second Class,California,Storage
3,217,Shipped On Time,Office Supplies,San Francisco,United States,Dean Katz,3/12/16,CA-2016-127138,Euro-Pro Shark Turbo Vacuum,40.274,5,West,154.9,Corporate,Second Class,California,Appliances
3,43,Shipped On Time,Office Supplies,San Francisco,United States,Dean Katz,3/12/16,CA-2016-127138,Security-Tint Envelopes,14.9744,4,West,30.56,Corporate,Second Class,California,Envelopes
4,28,Shipped Early,Office Supplies,Los Angeles,United States,Scot Wooten,3/12/16,US-2016-119270,Hammermill Color Copier Paper (28Lb. and 96 Bright),8.991,2,West,19.98,Consumer,Standard Class,California,Paper
3,1080,Shipped On Time,Furniture,San Francisco,United States,Dean Katz,3/12/16,CA-2016-127138,Hon 4070 Series Pagoda Round Back Stacking Chairs,77.0352,3,West,770.352,Corporate,Second Class,California,Chairs
2,64,Shipped Late,Technology,Eagan,United States,Odella Nelson,3/11/16,CA-2016-118255,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",19.7714,2,Central,45.98,Corporate,First Class,Minnesota,Accessories
2,24,Shipped Late,Office Supplies,Eagan,United States,Odella Nelson,3/11/16,CA-2016-118255,Wilson Jones Leather-Like Binders with DublLock Round Rings,8.2062,2,Central,17.46,Corporate,First Class,Minnesota,Binders
4,108,Shipped Early,Furniture,Columbus,United States,Julie Prescott,3/11/16,CA-2016-146171,"Executive Impressions 13"" Clairmont Wall Clock",31.5372,4,South,76.92,Home Office,Standard Class,Georgia,Furnishings
4,675,Shipped Early,Office Supplies,Columbus,United States,Julie Prescott,3/11/16,CA-2016-146171,Iceberg Mobile Mega Data/Printer Cart,125.1432,4,South,481.32,Home Office,Standard Class,Georgia,Storage
0,43,Shipped On Time,Furniture,Philadelphia,United States,Brad Thomas,3/11/16,CA-2016-122511,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",9.48,4,East,30.336,Home Office,Same Day,Pennsylvania,Furnishings
4,342,Shipped Early,Furniture,Vineland,United States,Mick Brown,3/11/16,US-2016-128902,Chromcraft Round Conference Tables,-31.3722,2,East,244.006,Consumer,Standard Class,New Jersey,Tables
1,21,Shipped On Time,Office Supplies,Los Angeles,United States,Karen Ferguson,3/10/16,CA-2016-159016,Rediform Voice Mail Log Books,7.152,5,West,14.9,Home Office,First Class,California,Paper
3,38,Shipped Late,Technology,Los Angeles,United States,Rick Huthwaite,3/10/16,CA-2016-169663,Kingston Digital DataTraveler 16GB USB 2.0,5.1015,3,West,26.85,Home Office,First Class,California,Accessories
6,248,Shipped On Time,Furniture,Long Beach,United States,Caroline Jumper,3/10/16,US-2016-112977,O'Sullivan Living Dimensions 5-Shelf Bookcases,-22.098,1,East,176.784,Consumer,Standard Class,New York,Bookcases
4,56,Shipped Early,Technology,Philadelphia,United States,Bryan Davis,3/10/16,US-2016-122182,Plantronics Audio 478 Stereo USB Headset,7.4985,1,East,39.992,Consumer,Standard Class,Pennsylvania,Accessories
1,5829,Shipped On Time,Technology,Los Angeles,United States,Karen Ferguson,3/10/16,CA-2016-159016,Apple iPhone 5,363.9048,8,West,4158.912,Home Office,First Class,California,Phones
3,4706,Shipped Late,Technology,Los Angeles,United States,Rick Huthwaite,3/10/16,CA-2016-169663,Okidata MB760 Printer,377.73,3,West,3357.6,Home Office,First Class,California,Machines
4,147,Shipped Late,Office Supplies,Glendale,United States,Maya Herman,3/10/16,CA-2016-108959,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",6.5435,1,West,104.696,Corporate,Second Class,Arizona,Storage
4,280,Shipped Early,Technology,Milford,United States,Rick Bensley,3/9/16,CA-2016-120803,Microsoft Sculpt Comfort Mouse,87.89,5,East,199.75,Home Office,Standard Class,Connecticut,Accessories
3,16,Shipped Late,Office Supplies,Andover,United States,Pamela Stobb,3/9/16,CA-2016-153269,"Personal Folder Holder, Ebony",3.363,1,East,11.21,Consumer,First Class,Massachusetts,Storage
3,497,Shipped Late,Furniture,Andover,United States,Pamela Stobb,3/9/16,CA-2016-153269,"Situations Contoured Folding Chairs, 4/Set",88.725,5,East,354.9,Consumer,First Class,Massachusetts,Chairs
3,25,Shipped Late,Office Supplies,Andover,United States,Pamela Stobb,3/9/16,CA-2016-153269,Xerox 193,8.7906,3,East,17.94,Consumer,First Class,Massachusetts,Paper
3,73,Shipped Late,Office Supplies,Andover,United States,Pamela Stobb,3/9/16,CA-2016-153269,GBC Binding covers,23.31,4,East,51.8,Consumer,First Class,Massachusetts,Binders
4,159,Shipped Early,Furniture,New York City,United States,Giulietta Baptist,3/8/16,CA-2016-137337,Coloredge Poster Frame,44.304,8,East,113.6,Consumer,Standard Class,New York,Furnishings
4,18,Shipped Early,Office Supplies,New York City,United States,Giulietta Baptist,3/8/16,CA-2016-137337,Xerox 1993,6.3504,2,East,12.96,Consumer,Standard Class,New York,Paper
5,19,Shipped Early,Office Supplies,Jackson,United States,Stephanie Phelps,3/8/16,US-2016-140172,Prang Drawing Pencil Set,3.753,5,Central,13.9,Corporate,Standard Class,Michigan,Art
5,290,Shipped Early,Office Supplies,Jackson,United States,Stephanie Phelps,3/8/16,US-2016-140172,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,48.3336,3,Central,207.144,Corporate,Standard Class,Michigan,Appliances
5,1912,Shipped Early,Technology,Miami,United States,Zuschuss Carroll,3/8/16,CA-2016-169103,Cisco Unified IP Phone 7945G VoIP phone,85.2475,5,South,1363.96,Consumer,Standard Class,Florida,Phones
5,143,Shipped Early,Furniture,Miami,United States,Zuschuss Carroll,3/8/16,CA-2016-169103,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",-3.8385,3,South,102.36,Consumer,Standard Class,Florida,Furnishings
4,8,Shipped Early,Office Supplies,Philadelphia,United States,Brian DeCherney,3/8/16,CA-2016-111976,Rubber Band Ball,-1.3464,2,East,5.984,Consumer,Standard Class,Pennsylvania,Fasteners
4,97,Shipped Early,Office Supplies,New York City,United States,Giulietta Baptist,3/8/16,CA-2016-137337,Satellite Sectional Post Binders,22.5732,2,East,69.456,Consumer,Standard Class,New York,Binders
4,39,Shipped Early,Technology,Dallas,United States,Sanjit Jacobs,3/8/16,CA-2016-130400,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",8.388,5,Central,27.96,Home Office,Standard Class,Texas,Accessories
4,205,Shipped Early,Office Supplies,Dallas,United States,Sanjit Jacobs,3/8/16,CA-2016-130400,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",49.3938,3,Central,146.352,Home Office,Standard Class,Texas,Envelopes
4,152,Shipped Early,Technology,Philadelphia,United States,Brian DeCherney,3/8/16,CA-2016-111976,AT&T 17929 Lendline Telephone,-25.3344,4,East,108.576,Consumer,Standard Class,Pennsylvania,Phones
0,14,Shipped On Time,Office Supplies,Glendale,United States,Patrick Gardner,3/8/16,CA-2016-106306,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-7.1148,3,West,9.702,Consumer,Same Day,Arizona,Binders
4,12,Shipped Early,Office Supplies,Dallas,United States,Sanjit Jacobs,3/8/16,CA-2016-130400,Pressboard Hanging Data Binders for Unburst Sheets,-14.1696,9,Central,8.856,Home Office,Standard Class,Texas,Binders
5,30,Shipped Early,Technology,Fort Worth,United States,Ed Braxton,3/7/16,US-2016-137547,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,1.5804,3,Central,21.072,Corporate,Standard Class,Texas,Phones
4,605,Shipped Early,Technology,Philadelphia,United States,Julia Barnett,3/6/16,US-2016-155173,Wilson SignalBoost 841262 DB PRO Amplifier Kit,-71.99,2,East,431.94,Home Office,Standard Class,Pennsylvania,Phones
4,96,Shipped Early,Technology,Philadelphia,United States,Julia Barnett,3/6/16,US-2016-155173,Grandstream GXP1160 VoIP phone,-12.5103,3,East,68.238,Home Office,Standard Class,Pennsylvania,Phones
6,205,Shipped On Time,Furniture,Chicago,United States,Lena Cacioppo,3/6/16,CA-2016-110898,Bevis Rectangular Conference Tables,-99.2664,2,Central,145.98,Consumer,Standard Class,Illinois,Tables
6,223,Shipped On Time,Furniture,Chicago,United States,Lena Cacioppo,3/6/16,CA-2016-110898,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,-194.824,5,Central,159.04,Consumer,Standard Class,Illinois,Furnishings
4,3,Shipped Early,Office Supplies,Philadelphia,United States,Julia Barnett,3/6/16,US-2016-155173,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-1.4982,1,East,2.043,Home Office,Standard Class,Pennsylvania,Binders
6,3,Shipped On Time,Office Supplies,Chicago,United States,Lena Cacioppo,3/6/16,CA-2016-110898,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",-6.3018,3,Central,2.334,Consumer,Standard Class,Illinois,Appliances
6,2,Shipped On Time,Office Supplies,Chicago,United States,Lena Cacioppo,3/6/16,CA-2016-110898,Peel & Stick Add-On Corner Pockets,-2.7648,4,Central,1.728,Consumer,Standard Class,Illinois,Binders
6,209,Shipped On Time,Office Supplies,Dallas,United States,Rob Williams,3/5/16,CA-2016-165218,Cameo Buff Policy Envelopes,50.4063,3,Central,149.352,Corporate,Standard Class,Texas,Envelopes
6,18,Shipped On Time,Office Supplies,Dallas,United States,Rob Williams,3/5/16,CA-2016-165218,Acco Perma 4000 Stacking Storage Drawers,-0.812,1,Central,12.992,Corporate,Standard Class,Texas,Storage
6,24,Shipped On Time,Office Supplies,San Diego,United States,Michael Granlund,3/4/16,CA-2016-154053,Berol Giant Pencil Sharpener,4.9271,1,West,16.99,Home Office,Standard Class,California,Art
4,180,Shipped Early,Office Supplies,Mishawaka,United States,Rick Duston,3/4/16,CA-2016-164637,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2,3,Central,128.4,Consumer,Standard Class,Indiana,Binders
4,224,Shipped Early,Technology,Dover,United States,Eleni McCrary,3/4/16,CA-2016-158358,Logitech G602 Wireless Gaming Mouse,57.5928,2,East,159.98,Corporate,Standard Class,New Hampshire,Accessories
4,14,Shipped Late,Office Supplies,Miami,United States,Randy Ferguson,3/4/16,CA-2016-122518,Avery 518,3.528,4,South,10.08,Corporate,Second Class,Florida,Labels
5,628,Shipped Early,Office Supplies,Newark,United States,Brosina Hoffman,3/3/16,CA-2016-112123,GBC ProClick Punch Binding System,219.4514,7,East,447.86,Consumer,Standard Class,Delaware,Binders
5,673,Shipped Early,Technology,Newark,United States,Brosina Hoffman,3/3/16,CA-2016-112123,Pyle PMP37LED,129.5865,5,East,479.95,Consumer,Standard Class,Delaware,Phones
5,233,Shipped Early,Office Supplies,Newark,United States,Brosina Hoffman,3/3/16,CA-2016-112123,Xerox 194,79.8912,3,East,166.44,Consumer,Standard Class,Delaware,Paper
5,189,Shipped Late,Technology,Bloomington,United States,Craig Carreira,3/3/16,CA-2016-167759,Plantronics Encore H101 Dual EarpiecesæHeadset,37.758,3,Central,134.85,Consumer,Second Class,Indiana,Phones
0,36,Shipped On Time,Office Supplies,San Francisco,United States,Theresa Swint,3/3/16,CA-2016-120005,"Elite 5"" Scissors",7.605,3,West,25.35,Corporate,Same Day,California,Supplies
0,49,Shipped On Time,Furniture,San Francisco,United States,Theresa Swint,3/3/16,CA-2016-120005,"Executive Impressions 10"" Spectator Wall Clock",11.9952,3,West,35.28,Corporate,Same Day,California,Furnishings
3,60,Shipped Late,Office Supplies,Odessa,United States,Jason Gross,3/3/16,CA-2016-116799,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",15.5092,7,Central,42.784,Corporate,First Class,Texas,Paper
5,51,Shipped Early,Office Supplies,San Antonio,United States,Chris Cortes,3/3/16,CA-2016-145730,"White Envelopes, White Envelopes with Clear Poly Window",11.895,3,Central,36.6,Consumer,Standard Class,Texas,Envelopes
5,5508,Shipped Early,Office Supplies,Round Rock,United States,Alex Avila,3/3/16,CA-2016-103982,High Speed Automatic Electric Letter Opener,-786.0144,3,Central,3930.072,Consumer,Standard Class,Texas,Supplies
5,3,Shipped Early,Office Supplies,Round Rock,United States,Alex Avila,3/3/16,CA-2016-103982,"Acco Banker's Clasps, 5 3/4""-Long",0.7776,1,Central,2.304,Consumer,Standard Class,Texas,Fasteners
5,605,Shipped Early,Technology,Round Rock,United States,Alex Avila,3/3/16,CA-2016-103982,Polycom VVX 310 VoIP phone,32.3982,3,Central,431.976,Consumer,Standard Class,Texas,Phones
5,58,Shipped Early,Technology,Round Rock,United States,Alex Avila,3/3/16,CA-2016-103982,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",5.7365,7,Central,41.72,Consumer,Standard Class,Texas,Accessories
3,790,Shipped Late,Furniture,Odessa,United States,Jason Gross,3/3/16,CA-2016-116799,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,-56.343,5,Central,563.43,Corporate,First Class,Texas,Chairs
5,894,Shipped Early,Furniture,San Antonio,United States,Chris Cortes,3/3/16,CA-2016-145730,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-127.5792,3,Central,637.896,Consumer,Standard Class,Texas,Tables
5,404,Shipped Early,Technology,San Antonio,United States,Chris Cortes,3/3/16,CA-2016-145730,Canon PC170 Desktop Personal Copier,33.5895,3,Central,287.91,Consumer,Standard Class,Texas,Machines
4,37,Shipped Early,Office Supplies,Yonkers,United States,Karen Daniels,3/1/16,US-2016-143819,Easy-staple paper,12.1348,1,East,26.38,Consumer,Standard Class,New York,Paper
4,509,Shipped Early,Office Supplies,Yonkers,United States,Karen Daniels,3/1/16,US-2016-143819,Adjustable Depth Letter/Legal Cart,105.2468,2,East,362.92,Consumer,Standard Class,New York,Storage
4,6868,Shipped Early,Technology,Yonkers,United States,Karen Daniels,3/1/16,US-2016-143819,Ativa V4110MDD Micro-Cut Shredder,2400.9657,7,East,4899.93,Consumer,Standard Class,New York,Machines
7,224,Shipped Late,Technology,Denver,United States,Odella Nelson,3/1/16,US-2016-151862,RCA ViSYS 25423RE1 Corded phone,13.9986,2,West,159.984,Corporate,Standard Class,Colorado,Phones
4,1173,Shipped Early,Furniture,Yonkers,United States,Karen Daniels,3/1/16,US-2016-143819,Chromcraft Round Conference Tables,-264.9208,8,East,836.592,Consumer,Standard Class,New York,Tables
4,156,Shipped Early,Office Supplies,Newark,United States,Lena Cacioppo,2/29/16,CA-2016-111283,Newell 34,8.3328,7,East,111.104,Consumer,Standard Class,Ohio,Art
7,51,Shipped Late,Office Supplies,New York City,United States,Rick Reed,2/28/16,CA-2016-101623,Staples,18.24,6,East,36.48,Corporate,Standard Class,New York,Fasteners
3,240,Shipped Late,Office Supplies,New York City,United States,Dan Lawera,2/27/16,CA-2016-102456,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",49.5552,3,East,170.88,Consumer,First Class,New York,Appliances
3,80,Shipped On Time,Office Supplies,La Crosse,United States,Eric Barreto,2/27/16,CA-2016-101448,Flexible Leather- Look Classic Collection Ring Binder,28.41,3,Central,56.82,Consumer,Second Class,Wisconsin,Binders
4,23,Shipped Early,Furniture,Houston,United States,Don Weiss,2/27/16,CA-2016-128706,DAX Two-Tone Silver Metal Document Frame,-6.8816,2,Central,16.192,Consumer,Standard Class,Texas,Furnishings
2,65,Shipped Early,Office Supplies,Newark,United States,Bruce Degenhardt,2/25/16,CA-2016-165015,Staple envelope,17.52,5,East,46.72,Consumer,Second Class,Ohio,Envelopes
4,81,Shipped Early,Office Supplies,Philadelphia,United States,Alyssa Crouse,2/23/16,CA-2016-144400,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",21.591,3,East,57.576,Corporate,Standard Class,Pennsylvania,Envelopes
6,687,Shipped On Time,Office Supplies,Milwaukee,United States,Paul Van Hugh,2/22/16,CA-2016-119025,Belkin 5 Outlet SurgeMaster Power Centers,137.2896,9,Central,490.32,Home Office,Standard Class,Wisconsin,Appliances
4,51,Shipped Early,Technology,Los Angeles,United States,Tracy Zic,2/22/16,US-2016-143280,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,15.2208,1,West,36.24,Consumer,Standard Class,California,Accessories
4,15,Shipped Early,Office Supplies,Los Angeles,United States,Tracy Zic,2/22/16,US-2016-143280,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.0055,3,West,10.65,Consumer,Standard Class,California,Fasteners
4,625,Shipped Early,Technology,Los Angeles,United States,Tracy Zic,2/22/16,US-2016-143280,AT&T 1070 Corded Phone,55.745,5,West,445.96,Consumer,Standard Class,California,Phones
5,18,Shipped Late,Technology,Los Angeles,United States,Matthew Clasen,2/21/16,CA-2016-139010,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,0.7794,1,West,12.99,Corporate,Second Class,California,Accessories
5,630,Shipped Late,Office Supplies,Los Angeles,United States,Matthew Clasen,2/21/16,CA-2016-139010,Fellowes Officeware Wire Shelving,8.983,5,West,449.15,Corporate,Second Class,California,Storage
5,97,Shipped Early,Furniture,Oceanside,United States,Benjamin Venier,2/21/16,US-2016-168410,9-3/4 Diameter Round Wall Clock,28.959,5,East,68.95,Corporate,Standard Class,New York,Furnishings
5,415,Shipped Early,Office Supplies,Oceanside,United States,Benjamin Venier,2/21/16,US-2016-168410,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",80.0199,3,East,296.37,Corporate,Standard Class,New York,Storage
5,56,Shipped Early,Technology,Oceanside,United States,Benjamin Venier,2/21/16,US-2016-168410,iOttie HLCRIO102 Car Mount,1.999,2,East,39.98,Corporate,Standard Class,New York,Phones
1,190,Shipped On Time,Furniture,New York City,United States,Erin Ashbrook,2/21/16,CA-2016-121447,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",66.542,7,East,135.8,Corporate,First Class,New York,Furnishings
5,26,Shipped Late,Office Supplies,Los Angeles,United States,Matthew Clasen,2/21/16,CA-2016-139010,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",6.496,4,West,18.56,Corporate,Second Class,California,Binders
5,44,Shipped Late,Office Supplies,Los Angeles,United States,Matthew Clasen,2/21/16,CA-2016-139010,Avery Heavy-Duty EZD  Binder With Locking Rings,10.9368,7,West,31.248,Corporate,Second Class,California,Binders
4,606,Shipped Early,Office Supplies,Tampa,United States,Lindsay Castell,2/21/16,US-2016-139262,Standard Rollaway File with Lock,32.4342,3,South,432.456,Home Office,Standard Class,Florida,Storage
4,5,Shipped Early,Office Supplies,Tampa,United States,Lindsay Castell,2/21/16,US-2016-139262,Avery Durable Slant Ring Binders With Label Holder,-2.7588,3,South,3.762,Home Office,Standard Class,Florida,Binders
4,49,Shipped Early,Office Supplies,Tampa,United States,Lindsay Castell,2/21/16,US-2016-139262,Avery Arch Ring Binders,-26.726,2,South,34.86,Home Office,Standard Class,Florida,Binders
7,23,Shipped Late,Office Supplies,Nashville,United States,Alan Hwang,2/20/16,CA-2016-166485,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",5.5674,2,South,16.496,Consumer,Standard Class,Tennessee,Paper
5,62,Shipped Early,Furniture,New York City,United States,Greg Tran,2/19/16,CA-2016-123274,"Executive Impressions 14"" Contract Wall Clock",14.6718,2,East,44.46,Consumer,Standard Class,New York,Furnishings
5,341,Shipped Early,Office Supplies,New York City,United States,Greg Tran,2/19/16,CA-2016-123274,Carina Double Wide Media Storage Towers in Natural & Black,9.7176,3,East,242.94,Consumer,Standard Class,New York,Storage
4,12,Shipped Late,Office Supplies,Long Beach,United States,Cyma Kinney,2/19/16,CA-2016-101630,Staple-on labels,4.0749,3,East,8.67,Corporate,Second Class,New York,Labels
4,36,Shipped Late,Office Supplies,Long Beach,United States,Cyma Kinney,2/19/16,CA-2016-101630,Acme Office Executive Series Stainless Steel Trimmers,6.6846,3,East,25.71,Corporate,Second Class,New York,Supplies
3,99,Shipped On Time,Office Supplies,San Francisco,United States,Greg Tran,2/19/16,CA-2016-106460,Xerox 1880,33.3136,2,West,70.88,Consumer,Second Class,California,Paper
4,320,Shipped Early,Furniture,Belleville,United States,John Dryer,2/16/16,CA-2016-134138,Hon Comfortask Task/Swivel Chairs,36.4736,2,East,227.96,Consumer,Standard Class,New Jersey,Chairs
7,446,Shipped Late,Furniture,Henderson,United States,Giulietta Weimer,2/16/16,CA-2016-108105,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,34.9888,4,South,318.08,Consumer,Standard Class,Kentucky,Furnishings
